SK_ID_CURR,PRED
149741,0.060562332955231425
363290,0.07652903109324123
436006,0.06533262332593709
377703,0.07129750110748376
188624,0.11020229354053665
454397,0.07001484160402442
358007,0.08014997397950756
140209,0.07033025129693604
234837,0.0012516673061082452
269983,0.06169871806214041
435574,0.09205272035099077
299809,0.08041816541472752
386485,0.11759638931369673
269948,0.06660318397171715
280976,0.1365636032694296
238068,0.1304631454384647
304049,0.09283494023111802
414990,0.1245869632420959
217203,0.009469603503326476
376182,0.10540526794154953
105944,0.11577852181240379
141357,0.12519001794148643
309630,0.027770169738723354
242368,0.12924585328593127
442101,0.08643997307147203
398068,0.08717032768196299
200440,0.12039960095361478
130746,0.0462398225165795
391997,0.04705359889158098
290025,0.12162521457614958
343846,0.0779648569606673
126485,0.09397963907116344
104163,0.12715644055409048
362585,0.11810511977957823
208568,0.09224970016699116
223220,0.05950962892011466
115449,0.0745159548565676
157918,0.12667987243132955
235847,0.12646584632779287
424643,0.08722958106595606
260115,0.048250515855640996
101029,0.06250054539644331
209683,0.06181565616352622
332916,0.06041534425341184
170649,0.10697831922955525
148754,0.11776132678608017
322016,0.04802478399761922
410057,0.05820535456901076
400391,0.11262483775794889
303311,0.13670998922242666
306375,0.07763802009967141
349106,0.057220395410008756
276461,0.07454779507710219
410126,0.04732322798526611
150037,0.1036175453598664
454632,0.09367006284032985
174402,0.09660954608410317
261588,0.06157491474929764
348830,0.08514866936032546
340159,0.09659560872394188
389531,0.09523142556961069
162563,0.1277765146512718
334705,0.06518606803536309
304569,0.05748564617196191
310542,0.08006367664312802
308062,0.11136763381962504
261605,0.09445443406091664
322239,0.0541218905003883
117154,0.08502520585008456
364023,0.08354199794049363
348864,0.05113422942050868
345535,0.08152588879577974
228272,0.09693645257897297
418424,0.07374123534254033
383965,0.062101054217284894
145408,0.07271196193308312
427237,0.0270242637897147
264554,0.06069955910077954
174096,0.07094726522510794
354555,0.0446828436006766
410575,0.004747538276335423
186995,0.1266430578247004
283181,0.11822497370902803
434215,0.12747034152709036
337331,0.13182189115116225
424061,0.08722967095376218
232858,0.09653688964573655
176976,0.03339971101860448
289643,0.13776447655004107
261786,0.061948075489996826
160826,0.05524489259822809
148685,0.06893774711054931
184353,0.10593568765875899
129079,0.12155833524808089
169069,0.11128432505808636
196926,0.10262231620516613
221111,0.09927811848604831
167852,0.051385747801396674
297652,0.08941417493195639
181938,0.06521140590877794
293370,0.11937765801608596
421379,0.08637026984402221
332561,0.07695929614208806
340723,0.05872298919603777
229097,0.0904530727207449
175449,0.07542614309810057
193445,0.12656616425345082
330554,0.06972319646133943
302817,0.10434443028781232
424238,0.09653856043333746
175232,0.12259796787345681
390273,0.07727643748160187
187554,0.06566665714424763
283526,0.05168597083744334
422721,0.062233094427193304
416240,0.11782935235472723
259330,0.11267464146823043
434371,0.09671138228778557
382582,0.11353039859616716
197878,0.06163198128335098
189555,0.08472005006569784
273167,0.12664117131486105
241255,0.1096443165464589
168675,0.12273759220011903
260249,0.0715234080111953
181438,0.06494300837999697
247375,0.07603016659819703
426054,0.09512724674330786
264562,0.09458388011797537
133340,0.12496413827596005
325719,0.11791148855457978
447395,0.05206221133091808
452598,0.053080781300596944
311400,0.0721952165626718
341080,0.06745774849505443
373081,0.11232296693314171
404162,0.10790081642231869
242418,0.12010847815463142
237969,0.0938733033200803
360771,0.10531020205407376
231795,0.055029576027694954
146290,0.11284479373592164
421260,0.05251786932401733
315059,0.03915719813770499
282509,0.09772251404683345
182155,0.10522552710757031
107722,0.11982960018916915
396388,0.11165917827364741
330258,0.07342601862340249
341315,0.06444219814183616
320906,0.05451056111731536
212236,0.10170155402033179
235119,0.011664954169002652
292404,0.12007780151779761
229696,0.04950669073473103
258282,0.047698710625044854
215108,0.03835593210128032
274567,0.07404391241554091
432205,0.0976404615471012
353839,0.0896477324230582
327514,0.06883692990008142
285013,0.08304422015093828
442313,0.08160639289247033
404195,0.10521404211398493
438392,0.06128601713736797
309398,0.01876410702811365
219282,0.13596612155728421
260308,0.061299019213724604
135148,0.041320940827372435
445234,0.11033978878810832
168834,0.08400606901474124
329599,0.05742943826948612
362760,0.08565127467087055
163956,0.08836537336968946
445122,0.13474502497083946
251032,0.07603725311154483
351312,0.10142134225016786
302118,0.1286027518691281
359576,0.006655342593110031
171282,0.12370343639836692
352937,0.07908328102908922
449162,0.10253537330687977
421092,0.06040073539861963
141802,0.12416268833354001
108833,0.10924770870727911
148965,0.10727057290291135
121902,0.12303621783647893
100242,0.05801839701149419
169654,0.1082393335320741
276094,0.05219754665818687
415451,0.09054275090620009
248819,0.05490172981052381
389326,0.0198216089490814
210540,0.06370913568862314
439749,0.05002035409796994
320069,0.0778885523529708
393996,0.11725588574875168
198943,0.12407079706336094
311392,0.07061205732845319
291040,0.056476746999695154
173126,0.025244301372121792
442873,0.08213095357859503
319254,0.1022163828985889
426528,0.043671708021739405
200805,0.06334858612278743
173889,0.11673530921707174
116171,0.048725687680298786
155997,0.08077213800451691
115874,0.06082671575429013
125263,0.1325384138738565
361455,0.042314750979250526
307117,0.12567937893782205
199346,0.06833822628523684
444746,0.10646948603322676
211032,0.05889508564004137
201396,0.09644658463324883
252107,0.11750848683987206
244492,0.1193094519479442
287818,0.06798205386442412
316442,0.08619842919354669
366020,0.07018324120431423
126061,0.08436107359454505
382315,0.04699109014668918
314882,0.11696329012690071
448535,0.11409038835584676
280609,0.05320480399128473
178743,0.06146831014017615
125823,0.006148697695677222
434572,0.03517216513867788
440279,0.059724043551616014
140307,0.0449498594128324
347288,0.08414084318011697
210124,0.09452402624654987
313107,0.07272373350076576
190816,0.07681298405328699
375291,0.055082080299662765
346276,0.049434858735584
156775,0.12335560020023198
437197,0.06697453993405168
317309,0.09022451490959302
122119,0.0882706383189165
261788,0.10492385628551362
420159,0.09199080096239785
193244,0.026689451640299462
124358,0.05263459494027399
446769,0.13388326104916004
356875,0.05477975658723283
361425,0.10764136625251103
356234,0.12002385001312948
393083,0.09973334029325173
121409,0.07623750179820306
319077,0.03938494750933095
316115,0.11804083109332558
379361,0.05431807663129358
133822,0.12820133023174635
220485,0.09754670617367255
330520,0.046993478554306946
401779,0.01598122014432803
437590,0.09579347072684492
118908,0.0549721877425492
283935,0.0430635837582308
147601,0.07120795989995857
121634,0.13048768854542936
171054,0.12790740978769066
207837,0.12106888501963019
112485,0.05013677253087324
277914,0.06739869420426306
440089,0.06757773316466714
403042,0.06782957987308047
