SK_ID_CURR,PRED
149741,0.3760773047793157
363290,0.366947308674676
436006,0.366947308674676
377703,0.543933151242998
188624,0.543933151242998
454397,0.4277204893358099
358007,0.3984587226664098
140209,0.2880590890439064
234837,0.2880590890439064
269983,0.2880590890439064
435574,0.543933151242998
299809,0.3984587226664098
386485,0.21404976877339793
269948,0.3760773047793157
280976,0.543933151242998
238068,0.543933151242998
304049,0.3984587226664098
414990,0.42398286937901497
217203,0.3636020388899377
376182,0.21404976877339793
105944,0.48425787106446777
141357,0.48425787106446777
309630,0.21404976877339793
242368,0.543933151242998
442101,0.3984587226664098
398068,0.3984587226664098
200440,0.543933151242998
130746,0.4277204893358099
391997,0.2880590890439064
290025,0.3636020388899377
343846,0.3984587226664098
126485,0.28944381384790013
104163,0.543933151242998
362585,0.543933151242998
208568,0.543933151242998
223220,0.366947308674676
115449,0.3984587226664098
157918,0.543933151242998
235847,0.543933151242998
424643,0.5172007076862591
260115,0.2880590890439064
101029,0.366947308674676
209683,0.4277204893358099
332916,0.2880590890439064
170649,0.543933151242998
148754,0.543933151242998
322016,0.4277204893358099
410057,0.2880590890439064
400391,0.543933151242998
303311,0.543933151242998
306375,0.3984587226664098
349106,0.4277204893358099
276461,0.3984587226664098
410126,0.366947308674676
150037,0.543933151242998
454632,0.585045911674683
174402,0.543933151242998
261588,0.4277204893358099
348830,0.3984587226664098
340159,0.5172007076862591
389531,0.3984587226664098
162563,0.543933151242998
334705,0.4277204893358099
304569,0.2880590890439064
310542,0.672090112640801
308062,0.543933151242998
261605,0.5172007076862591
322239,0.366947308674676
117154,0.28944381384790013
364023,0.5172007076862591
348864,0.3984587226664098
345535,0.366947308674676
228272,0.3984587226664098
418424,0.3984587226664098
383965,0.4277204893358099
145408,0.28944381384790013
427237,0.3760773047793157
264554,0.4277204893358099
174096,0.3760773047793157
354555,0.2880590890439064
410575,0.2880590890439064
186995,0.3636020388899377
283181,0.543933151242998
434215,0.543933151242998
337331,0.3636020388899377
424061,0.543933151242998
232858,0.21404976877339793
176976,0.366947308674676
289643,0.543933151242998
261786,0.2880590890439064
160826,0.4277204893358099
148685,0.3984587226664098
184353,0.3636020388899377
129079,0.543933151242998
169069,0.543933151242998
196926,0.543933151242998
221111,0.5172007076862591
