;SK_ID_CURR;PRED
0;149741;0.0
1;363290;0.0
2;436006;0.0
3;377703;0.0
4;188624;0.6
5;454397;0.0
6;358007;0.0
7;140209;0.0
8;234837;0.4
9;269983;0.0
10;435574;0.0
11;299809;0.0
12;386485;0.0
13;269948;0.0
14;280976;0.0
15;238068;0.0
16;304049;0.0
17;414990;0.0
18;217203;0.0
19;376182;0.0
20;105944;0.0
21;141357;0.0
22;309630;0.0
23;242368;0.0
24;442101;0.0
25;398068;0.0
26;200440;0.0
27;130746;0.0
28;391997;0.0
29;290025;0.0
30;343846;0.0
31;126485;0.0
32;104163;0.0
33;362585;0.0
34;208568;0.0
35;223220;0.0
36;115449;0.0
37;157918;0.0
38;235847;0.0
39;424643;0.0
40;260115;0.0
41;101029;0.0
42;209683;0.0
43;332916;0.0
44;170649;0.0
45;148754;0.0
46;322016;0.0
47;410057;0.0
48;400391;0.0
49;303311;0.0
50;306375;0.0
51;349106;0.0
52;276461;0.0
53;410126;0.0
54;150037;0.0
55;454632;0.0
56;174402;0.0
57;261588;0.0
58;348830;0.0
59;340159;0.0
60;389531;0.0
61;162563;0.6
62;334705;0.6
63;304569;0.0
64;310542;0.0
65;308062;0.0
66;261605;0.0
67;322239;0.0
68;117154;0.0
69;364023;1.0
70;348864;0.0
71;345535;0.0
72;228272;1.0
73;418424;0.0
74;383965;0.0
75;145408;0.0
76;427237;0.0
77;264554;0.0
78;174096;0.0
79;354555;0.0
80;410575;0.0
81;186995;0.0
82;283181;0.0
83;434215;0.8
84;337331;0.0
85;424061;0.0
86;232858;1.0
87;176976;0.0
88;289643;0.0
89;261786;0.0
90;160826;0.0
91;148685;0.0
92;184353;0.6
93;129079;0.0
94;169069;0.0
95;196926;0.0
96;221111;0.0
97;167852;0.0
98;297652;0.4
99;181938;0.0
100;293370;0.0
101;421379;0.0
102;332561;0.0
103;340723;0.0
104;229097;0.8
105;175449;0.0
106;193445;0.0
107;330554;0.0
108;302817;0.0
109;424238;0.0
110;175232;0.0
111;390273;0.0
112;187554;0.6
113;283526;0.0
114;422721;0.0
115;416240;0.0
116;259330;0.0
117;434371;0.0
118;382582;0.0
119;197878;0.0
120;189555;0.0
121;273167;0.4
122;241255;0.0
123;168675;0.0
124;260249;0.0
125;181438;0.0
126;247375;0.0
127;426054;0.0
128;264562;0.0
129;133340;0.0
130;325719;0.0
131;447395;0.0
132;452598;0.0
133;311400;0.0
134;341080;0.0
135;373081;0.4
136;404162;0.0
137;242418;0.0
138;237969;0.0
139;360771;0.0
140;231795;0.0
141;146290;0.0
142;421260;0.0
143;315059;0.0
144;282509;0.0
145;182155;0.0
146;107722;0.0
147;396388;0.0
148;330258;0.0
149;341315;0.0
150;320906;0.0
151;212236;0.0
152;235119;0.0
153;292404;0.0
154;229696;0.0
155;258282;0.0
156;215108;0.0
157;274567;0.0
158;432205;0.0
159;353839;0.0
160;327514;0.0
161;285013;0.0
162;442313;0.0
163;404195;0.0
164;438392;0.4
165;309398;0.0
166;219282;0.0
167;260308;0.0
168;135148;0.0
169;445234;0.0
170;168834;0.0
171;329599;0.0
172;362760;0.0
173;163956;0.0
174;445122;0.0
175;251032;0.0
176;351312;0.0
177;302118;0.0
178;359576;0.0
179;171282;1.0
180;352937;0.0
181;449162;0.0
182;421092;0.0
183;141802;0.2
184;108833;1.0
185;148965;0.6
186;121902;0.0
187;100242;0.0
188;169654;0.0
189;276094;0.0
190;415451;0.0
191;248819;0.0
192;389326;0.0
193;210540;0.0
194;439749;0.6
195;320069;0.0
196;393996;0.0
197;198943;0.0
198;311392;0.0
199;291040;0.0
200;173126;0.0
201;442873;0.0
202;319254;0.0
203;426528;0.0
204;200805;0.0
205;173889;1.0
206;116171;0.0
207;155997;0.0
208;115874;0.0
209;125263;0.0
210;361455;0.0
211;307117;0.0
212;199346;0.0
213;444746;0.0
214;211032;0.0
215;201396;0.0
216;252107;0.0
217;244492;0.0
218;287818;0.0
219;316442;0.0
220;366020;0.0
221;126061;0.0
222;382315;0.6
223;314882;0.0
224;448535;0.0
225;280609;0.0
226;178743;0.0
227;125823;0.2
228;434572;0.0
229;440279;0.0
230;140307;0.0
231;347288;0.0
232;210124;0.0
233;313107;0.0
234;190816;0.0
235;375291;0.0
236;346276;0.0
237;156775;0.0
238;437197;0.0
239;317309;0.0
240;122119;0.0
241;261788;0.0
242;420159;0.4
243;193244;0.0
244;124358;0.0
245;446769;0.0
246;356875;0.0
247;361425;0.0
248;356234;0.0
249;393083;0.0
250;121409;0.0
251;319077;0.0
252;316115;0.0
253;379361;0.0
254;133822;0.6
255;220485;0.2
256;330520;0.0
257;401779;0.0
258;437590;0.0
259;118908;0.2
260;283935;0.0
261;147601;0.0
262;121634;0.0
263;171054;0.4
264;207837;0.0
265;112485;0.0
266;277914;0.0
267;440089;0.0
268;403042;0.0
269;157589;0.2
270;252415;0.0
271;300311;1.0
272;258099;0.0
273;268428;0.0
274;236746;0.0
275;222744;0.0
276;108294;0.0
277;286390;0.0
278;340617;0.0
279;401079;0.0
280;140473;0.0
281;281105;0.0
282;398022;0.0
283;368368;0.0
284;273618;0.0
285;238835;0.0
286;451405;0.0
287;220268;0.0
288;111236;0.0
289;229372;0.0
290;214909;0.0
291;424465;0.0
292;425753;0.6
293;187107;1.0
294;355551;0.0
295;150875;0.0
296;228360;0.0
297;158449;0.0
298;256827;0.0
299;452482;0.0
300;240143;0.0
301;345371;0.0
302;367140;0.0
303;425216;0.0
304;306460;0.0
305;261919;0.0
306;378545;0.8
307;376784;0.0
308;321675;0.0
309;413821;0.0
310;115870;0.0
311;150067;1.0
312;444215;0.0
313;455421;1.0
314;127234;0.0
315;422385;0.0
316;145471;0.0
317;267867;0.0
318;342040;0.2
319;232639;0.0
320;379752;0.0
321;107047;0.0
322;128773;0.0
323;226072;0.0
324;424147;0.0
325;371123;0.0
326;418636;0.0
327;176632;0.0
328;446395;0.0
329;189140;0.0
330;250851;0.4
331;416391;0.4
332;245881;0.8
333;296736;0.0
334;193826;0.0
335;116843;0.0
336;180901;0.0
337;212322;0.0
338;139141;0.0
339;267885;0.4
340;252227;0.0
341;405466;0.0
342;361985;0.4
343;103758;0.0
344;244944;0.0
345;125301;0.0
346;245826;0.8
347;127394;0.2
348;223321;0.0
349;433192;0.0
350;436795;0.6
351;311093;0.0
352;343150;0.0
353;147034;0.0
354;187683;0.0
355;306945;0.0
356;248625;0.0
357;179828;0.0
358;293811;0.0
359;429605;0.0
360;343104;0.0
361;158792;0.6
362;229537;0.0
363;404533;0.0
364;455507;0.0
365;269784;0.0
366;436527;0.0
367;284372;0.0
368;333637;0.0
369;199780;0.0
370;362103;0.0
371;262900;0.0
372;287481;0.0
373;422925;0.0
374;190888;0.0
375;313046;0.0
376;171286;0.0
377;427096;0.6
378;197712;0.2
379;133508;0.0
380;183904;0.0
381;163168;0.0
382;125740;0.0
383;394614;0.4
384;443207;0.0
385;277385;0.0
386;432854;0.0
387;175118;0.0
388;177634;0.0
389;359767;0.0
390;198443;0.0
391;365637;0.0
392;141073;0.0
393;352545;0.0
394;162456;0.0
395;207216;0.0
396;288483;0.0
397;134994;0.0
398;179586;0.0
399;249799;0.0
400;118095;0.0
401;415596;0.0
402;390596;0.0
403;112781;0.0
404;123894;0.0
405;128093;0.0
406;355216;0.0
407;305353;0.0
408;455753;0.0
409;328893;0.0
410;173741;0.0
411;169823;0.0
412;374097;0.0
413;132210;0.0
414;424435;0.0
415;228112;0.0
416;359167;0.0
417;221299;0.0
418;349867;0.0
419;346581;0.0
420;121441;0.0
421;349412;0.0
422;444267;0.0
423;236539;0.2
424;450175;0.0
425;336834;0.0
426;341376;0.0
427;447152;0.0
428;120656;0.0
429;326844;0.0
430;319431;0.0
431;445901;0.0
432;452186;0.0
433;366510;0.0
434;318465;0.4
435;123406;0.0
436;290237;0.0
437;120973;0.0
438;280763;0.0
439;416911;0.0
440;365876;0.0
441;381252;0.0
442;145116;1.0
443;187816;0.8
444;337507;0.4
445;222412;0.6
446;324102;0.0
447;201809;0.0
448;204825;0.0
449;388563;0.0
450;140171;0.0
451;392850;0.0
452;210311;0.0
453;338217;0.0
454;109751;0.0
455;233440;0.0
456;152733;0.0
457;224331;1.0
458;385109;0.0
459;162466;0.0
460;231766;0.0
461;283610;0.0
462;192476;0.0
463;399183;0.0
464;161633;0.0
465;141026;0.0
466;399379;0.0
467;117699;0.0
468;385533;0.0
469;209400;0.0
470;256262;0.0
471;288578;0.0
472;380753;0.0
473;381351;0.6
474;421320;0.0
475;100930;0.0
476;229792;0.0
477;301172;0.0
478;180390;0.0
479;355215;0.0
480;342524;0.0
481;446559;0.0
482;263618;0.0
483;343267;0.0
484;104662;0.8
485;172455;0.8
486;170858;0.0
487;105930;0.0
488;284546;0.0
489;236789;0.0
490;432973;0.2
491;185541;0.0
492;402132;0.0
493;290616;0.8
494;264713;0.0
495;107945;0.0
496;119720;0.2
497;107118;0.0
498;312523;0.0
499;323945;0.6
500;117061;0.0
501;386447;0.0
502;293564;0.0
503;123269;0.0
504;199101;0.2
505;230146;0.0
506;382780;0.0
507;338144;0.0
508;296473;0.0
509;122773;0.0
510;236786;0.0
511;130899;0.0
512;187811;0.0
513;358190;0.0
514;212163;0.0
515;317415;0.0
516;341725;0.0
517;204250;0.0
518;267875;0.0
519;173758;1.0
520;159830;0.0
521;210119;0.0
522;211626;0.8
523;267566;0.0
524;429899;0.0
525;401555;0.0
526;437600;0.0
527;186075;0.0
528;154073;0.0
529;123939;0.0
530;145150;0.0
531;305542;0.0
532;185587;0.0
533;195453;0.0
534;416762;0.0
535;268360;0.0
536;287832;0.0
537;412813;0.0
538;307741;0.0
539;231403;0.0
540;273161;0.0
541;435457;0.2
542;348968;0.0
543;317896;0.0
544;363752;0.0
545;153354;0.0
546;208850;0.6
547;423897;0.0
548;129236;0.0
549;451493;0.0
550;191700;0.0
551;243799;0.0
552;280930;0.0
553;196924;0.0
554;128719;0.0
555;442798;0.0
556;267688;0.0
557;326158;0.0
558;129891;0.8
559;418338;0.0
560;180268;0.0
561;394792;0.0
562;433909;0.0
563;302114;0.0
564;267415;0.0
565;224761;0.0
566;432662;0.0
567;396802;0.0
568;103710;0.2
569;430454;0.0
570;287188;0.0
571;171203;0.0
572;239852;0.0
573;171283;0.0
574;407908;0.0
575;455242;0.0
576;246094;0.0
577;424233;0.0
578;171832;0.0
579;120901;0.0
580;122052;0.0
581;148017;0.0
582;179351;0.0
583;148505;0.0
584;179011;0.0
585;215027;0.0
586;318240;0.0
587;376709;0.0
588;408079;0.0
589;248436;0.0
590;210078;0.0
591;441422;0.0
592;298528;1.0
593;152534;0.0
594;446793;0.0
595;430687;0.0
596;178056;1.0
597;282689;0.8
598;435643;0.0
599;287461;0.0
600;215090;0.0
601;149145;0.0
602;101396;0.0
603;321349;0.0
604;325183;0.0
605;174489;0.0
606;415289;0.4
607;289830;0.0
608;265219;0.0
609;282762;0.0
610;342035;0.0
611;129718;0.0
612;139577;0.0
613;348219;0.0
614;200856;0.0
615;107288;0.0
616;405255;0.2
617;287896;0.0
618;158067;0.0
619;222731;0.0
620;364933;0.0
621;164540;0.4
622;380213;0.0
623;380432;0.0
624;271909;0.0
625;300892;0.0
626;231823;0.0
627;209496;0.0
628;417601;0.0
629;307727;0.0
630;215176;0.0
631;151734;0.4
632;257413;1.0
633;224101;0.0
634;325756;0.0
635;453640;0.0
636;440958;0.0
637;233537;0.0
638;432740;0.0
639;213104;0.0
640;309416;0.0
641;351650;0.0
642;296215;0.0
643;141846;0.0
644;264634;0.0
645;273887;0.0
646;437683;0.0
647;278991;0.0
648;429486;0.6
649;162119;0.0
650;401612;0.4
651;194508;0.6
652;338461;0.0
653;339201;0.6
654;419735;0.0
655;106742;0.0
656;313315;0.8
657;430012;0.0
658;303463;0.0
659;196645;0.0
660;251634;0.0
661;235739;0.6
662;130969;0.8
663;214669;0.0
664;319724;0.0
665;400128;0.0
666;179416;0.0
667;154642;0.0
668;256811;0.0
669;256806;0.0
670;372763;0.0
671;289303;0.0
672;453154;0.0
673;292810;0.0
674;184620;0.0
675;243417;0.0
676;131176;0.0
677;420677;0.0
678;405891;0.0
679;133739;0.0
680;336662;0.0
681;303677;0.0
682;354194;0.0
683;324213;0.0
684;178379;0.0
685;345278;0.0
686;338754;0.0
687;231959;0.6
688;269926;0.0
689;444331;0.0
690;424562;0.0
691;133291;0.0
692;101507;0.0
693;150994;0.4
694;106835;0.0
695;273746;0.0
696;143785;0.0
697;256836;0.6
698;134297;0.0
699;404136;0.0
700;141351;0.0
701;226107;0.0
702;121957;0.0
703;336142;0.0
704;367335;0.0
705;138181;0.0
706;157364;0.0
707;452183;0.0
708;212516;0.0
709;203158;0.0
710;406759;0.0
711;178177;0.0
712;270542;0.0
713;327748;0.0
714;227683;0.0
715;289664;0.2
716;434426;0.0
717;293054;0.0
718;392066;0.0
719;196257;0.0
720;368329;0.0
721;230131;0.0
722;137643;0.0
723;127574;0.0
724;358176;0.0
725;341868;0.0
726;360233;0.0
727;287436;0.0
728;397751;0.0
729;247735;0.0
730;176811;0.0
731;447514;0.0
732;354489;0.0
733;282867;0.0
734;245371;0.0
735;419105;0.0
736;242855;0.0
737;104423;0.0
738;260576;0.0
739;297581;0.0
740;323875;0.0
741;299569;0.0
742;107482;0.0
743;443584;0.0
744;103685;0.0
745;443139;0.0
746;121751;0.0
747;380910;0.0
748;398250;0.0
749;148942;0.0
750;375599;0.0
751;441111;0.0
752;137303;0.0
753;305674;0.0
754;162212;0.0
755;384634;0.6
756;409496;0.0
757;443665;0.6
758;311485;0.0
759;161281;0.4
760;290820;0.0
761;306137;0.6
762;448425;0.0
763;153404;0.0
764;406885;0.0
765;345830;0.0
766;313402;0.0
767;221970;0.0
768;171904;0.0
769;368302;0.0
770;254273;0.0
771;269398;0.0
772;128600;0.0
773;399406;0.0
774;104414;0.0
775;237337;0.8
776;208095;1.0
777;198119;0.0
778;185532;0.0
779;260490;0.0
780;116423;0.0
